10000,Dart Container Corporation of Pennsylvania,8449,PENNSYLVANIA CO,full
10000,Dart Container Corporation of Pennsylvania,8451,PENNSYLVANIA ENGINEERING,full
10001,Dart Container Corporation of Georgia,5135,GEORGIA POWER,full
100016,BD Biosciences,17258,WISDOMTREE STRATEGIC CORP BD,full
100016,BD Biosciences,18777,GUGGENHEIM 2019 HGH YD CP BD,full
100016,BD Biosciences,18778,GUGGENHEIM 2020 HGH YD CP BD,full
100016,BD Biosciences,18958,ISHARES 0-5 YR INV GRD CP BD,full
100016,BD Biosciences,18959,ISHARES 0-5 YR HGH YLD CP BD,full
100016,BD Biosciences,19556,RBC 1-5 YR LADDERED CORP BD,full
100016,BD Biosciences,19748,ISHARES TREAS FLTG RATE BD,full
100016,BD Biosciences,19964,SPDR BARCLAY INTL HGH YLD BD,full
100016,BD Biosciences,20531,HORIZONS CDN SELECT UNV BD,full
100016,BD Biosciences,20712,ISHARES INT RATE HDGD CP BD,full
100016,BD Biosciences,21054,VANGUARD GLBL EX U S AGG BD,full
100016,BD Biosciences,21156,ISHARES ST HIGH QUAL CDN BD,full
100016,BD Biosciences,21510,HIGH ROCK CDN HIGH YIELD BD,full
100016,BD Biosciences,21783,GUGGENHEIM BLTSHR 2023 CP BD,full
100016,BD Biosciences,21784,GUGGENHEIM BLTSHR 2024 CP BD,full
100016,BD Biosciences,21972,ETF SERIES VIDENT CORE US BD,full
100016,BD Biosciences,23158,INVESTMENT GRADE INFRASTR BD,full
100016,BD Biosciences,23615,HORIZONS US 7-10 YR TREAS BD,full
100016,BD Biosciences,24681,FIRST TRUST TACTICAL BD,full
100016,BD Biosciences,26427,PURPOSE TACTICAL INVT GRD BD,full
100016,BD Biosciences,26841,RBC 1-5 YEAR LADDERED CDN BD,full
100016,BD Biosciences,26989,FIRST ASSET SHORT TRM GOV BD,full
100016,BD Biosciences,27223,WISDOMTREE FUNDL US CP BD,full
100016,BD Biosciences,27525,ISHARES FALLEN ANGELS USD BD,full
100016,BD Biosciences,28099,NUSHARES ENH YLD US AGGR BD,full
100016,BD Biosciences,28896,ISHARES CORE 5-10 Y USD BD,full
100016,BD Biosciences,149719,ISHARES IBOXX INVST GR CP BD,full
100016,BD Biosciences,170732,HORIZONS ACTIVE HI YLD BD,full
100016,BD Biosciences,170858,WISDOMTREE EMERG MKTS CP BD,full
100016,BD Biosciences,171009,ISHARES EMG MKTS HIGH YLD BD,full
100016,BD Biosciences,176042,ISHARES CORE CDN LONG TRM BD,full
100016,BD Biosciences,176440,ISHARES INTRM GOV/CREDIT BD,full
100016,BD Biosciences,177142,VANGUARD INTERMEDIATE-TRM BD,full
100016,BD Biosciences,177152,ISHARES IBOXX HIGH YLD CP BD,full
100016,BD Biosciences,178020,COHEN & STEERS GLBL INCM BD,full
100016,BD Biosciences,178572,PWRSHRS CA AMT-FREE MUNI BD,full
100016,BD Biosciences,179035,SPDR BLMBRG BRCLYS HI YLD BD,full
100016,BD Biosciences,179426,GUGGENHEIM ENHANCED CORE BD,full
100016,BD Biosciences,182551,ISHARES 1-5 YR LDRD CORP BD,full
100016,BD Biosciences,183613,SPDR NUVEEN S&P VRDO MUNI BD,full
100016,BD Biosciences,183857,POWERSHARES TAXABLE MUNI BD,full
100016,BD Biosciences,183906,VANGUARD SCTTSDL INTRM-CP BD,full
100016,BD Biosciences,183907,VANGUARD SCTTSDL LNG-CP BD,full
100016,BD Biosciences,183908,VANGUARD SCTTSDL SHT-CP BD,full
100016,BD Biosciences,183909,VANGUARD SCTTSDL INTRM-GV BD,full
100016,BD Biosciences,183910,VANGUARD SCTTSDL LNG-GV BD,full
100016,BD Biosciences,183911,VANGUARD SHORT TERM GOVT BD,full
100016,BD Biosciences,184005,ASTON HILL GLOBAL CONVERT BD,full
100016,BD Biosciences,184230,COLUMBIA INTERMEDT MNCPL BD,full
100016,BD Biosciences,184908,SPDR BLMBG BRCLYS INTL CP BD,full
100016,BD Biosciences,186574,SPDR BLMBRG BRCLYS EM MKT BD,full
100016,BD Biosciences,187019,ISHARES JPM USD EMR MKTS BD,full
100016,BD Biosciences,187272,FIRST TR SHORT DUR HI YLD BD,full
100016,BD Biosciences,187274,ISHARES INTL INFLATION-LK BD,full
100016,BD Biosciences,187482,ADVISORSHARES MADRONA GBL BD,full
100016,BD Biosciences,191156,ISHARES 1-10 YR LDR GOVT BD,full
100021,Abby Hess,1380,HESS CORP,full
100056,"Zhejiang Medicine Co., Ltd.",138608,MEDICINES CO,full
100070,Citrix Systems Inc,61676,CITRIX SYSTEMS INC,full
100071,Webex Communications Inc,134164,WEBEX COMMUNICATIONS INC,full
100075,Blackboard Inc,264386,BLACKBOARD INC,full
100080,Fuze Box Inc,20088,BOX INC,full
100086,an Arizona Corporationdoing business asArizona Republic,6974,REPUBLIC GOLDFIELDS,full
100086,an Arizona Corporationdoing business asArizona Republic,9057,REPUBLIC CORP,full
100086,an Arizona Corporationdoing business asArizona Republic,9065,REPUBLIC SYSTEMS&PROGRAMMING,full
100086,an Arizona Corporationdoing business asArizona Republic,12145,REPUBLIC PICTURES,full
100086,an Arizona Corporationdoing business asArizona Republic,16659,REPUBLIC BANK/CA,full
10009,Walker,2081,BASSETT WALKER INC,full
10009,Walker,28815,GRAD & WALKER ENERGY CORP,full
100105,a South Carolina corporation licensed to transact business in Arizona,12268,ARIZONA APPETITOS,full
100126,An individual.,62397,INDIVIDUAL INC,full
100128,"International Game Technology and Acres Gaming, Inc.",29069,ACRES GAMING INC,full
10013,"Coherent, Inc",3157,COHERENT INC,full
100134,Non party,20446,PURPOSE TACTICAL HDGD EQ NON,full
100154,Online Mortgage Solutions Inc,155894,QUEST SOLUTION INC,full
100154,Online Mortgage Solutions Inc,170628,DRUG FREE SOLUTION INC,full
100166,"Power Systems, Inc.",3865,RELIABLE POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",12831,HDR POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",20313,NORTHERN POWER SYSTEMS,full
100166,"Power Systems, Inc.",28724,BALLARD POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",108611,TURBO POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",149099,NEAH POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",160888,MONOLITHIC POWER SYSTEMS INC,full
100166,"Power Systems, Inc.",163642,ZONGSHEN PEM POWER SYSTEMS,full
100168,"Dicks Sporting Goods, Inc.",150139,DICKS SPORTING GOODS INC,full
10021,"American Film Technologies, Inc.",14374,AMERICAN FILM TECHNOLOGIES,full
10023,Orbis Communications,3269,COMMUNICATIONS CORP-AMERICA,full
10023,Orbis Communications,3272,COMMUNICATIONS PROPERTIES,full
10023,Orbis Communications,13937,COMMUNICATIONS TRANSMISSION,full
10023,Orbis Communications,115376,COMMUNICATIONS INSTRUMENTS,full
10024,Republic Pictures Corporation,12145,REPUBLIC PICTURES,full
10025,Turner Broadcasting,10769,TURNER BROADCASTING  -CL B,full
100254,"Premier Components, Inc.",3286,COMPONENTS INC,full
100254,"Premier Components, Inc.",8249,COMPONENTS INC PT,full
100266,"Toys R Us, Inc.",10639,TOYS R US INC,full
100267,John Spano,182306,CITIGROUP ELK JOHNSON & JOHN,full
10030,Il H Song,126719,SONG CORP,full
100300,Virginia Lupoli,14214,STEEL OF WEST VIRGINIA,full
100300,Virginia Lupoli,161793,FREEDOM BANK OF VIRGINIA,full
100304,Bank of America,7647,BANK OF AMERICA CORP,full
100305,Wells Fargo,8007,WELLS FARGO & CO,full
100305,Wells Fargo,8008,WELLS FARGO FINANCIAL INC,full
100305,Wells Fargo,11359,WELLS FARGO & CO -OLD,full
100305,Wells Fargo,11360,WELLS FARGO MTG & EQUITY TR,full
100305,Wells Fargo,21848,WELLS FARGO RL ESTATE INVEST,full
100305,Wells Fargo,152909,WELLS FARGO INCOME OPPOR FD,full
100305,Wells Fargo,154609,WELLS FARGO MULTI-SEC INCOME,full
100305,Wells Fargo,160305,WELLS FARGO UTIL & HI INCOME,full
100305,Wells Fargo,177052,WELLS FARGO GBL DIV OPP FD,full
100305,Wells Fargo,183584,SPDR WELLS FARGO PFD STK ETF,full
100307,"Intuit, Inc.,",27928,INTUIT INC,full
100312,Merrill Lynch,7267,MERRILL LYNCH & CO INC,full
100312,Merrill Lynch,14784,MERRILL LYNCH CONV FD  -CL A,full
100312,Merrill Lynch,113852,MERRILL LYNCH & CO CDN LTD,full
100312,Merrill Lynch,145427,MERRILL LYNCH CANADA CP HLDR,full
100313,Union Bank of California,115920,UNION BANK,full
100313,Union Bank of California,138128,PACIFIC UNION BANK,full
100316,The Royal Bank of Scotland Group,15634,ROYAL BANK OF SCOTLAND GROUP,full
100322,Deustsche Bank,15576,DEUTSCHE BANK AG,full
100329,1-9,27269,NUVEEN HI INCOME DEC 19 TARG,full
